AccessionYear,Object Name,Culture,Dynasty,Artist Display Name,Artist Nationality,Artist Begin Date,Artist End Date,year,Classification
1992,Sword,China,Eastern Zhou dynasty,Unidentified artist,Unknown,,,-400,Metalwork
1992,Weight,China,Western Han dynasty,Unidentified artist,Unknown,,,-200,Metalwork
1993,Finial,China,Eastern Zhou dynasty,Unidentified artist,Unknown,,,-600,Sculpture
1993,Hanging scroll,China,Qing dynasty,Zhang Feng,Chinese,1618,1662,1661,Paintings
1992,Jar,China,"Neolithic, Aeneolithic culture, Xindian phase",Unidentified artist,Unknown,,,-1300,Ceramics
1992,Jar,China,"Neolithic period, Majiayao culture, Machang type",Unidentified artist,Unknown,,,-2400,Ceramics
1992,Jar,China,"Neolithic, Majiayao culture",Unidentified artist,Unknown,,,-2600,Ceramics
1992,Jar,China,"Neolithic period, Majiayao culture, Machang type",Unidentified artist,Unknown,,,-2650,Ceramics
1992,Jar,China,"Neolithic, Majiayao culture",Unidentified artist,Unknown,,,-2500,Ceramics
1992,Jar,China,"Neolithic period, Majiayao culture, Machang type",Unidentified artist,Unknown,,,-2300,Ceramics
1992,Jar,China,"Neolithic period, Majiayao culture, Machang type",Unidentified artist,Unknown,,,-2650,Ceramics
1992,Jar,China,"Neolithic, Majiayao culture",Unidentified artist,Unknown,,,-2300,Ceramics
1992,Jar,China,"Neolithic, Majiayao culture",Unidentified artist,Unknown,,,-2300,Ceramics
1992,Jar,China,"Neolithic, Majiayao culture",Unidentified artist,Unknown,,,-2300,Ceramics
1992,Jar,China,"Neolithic, Majiayao culture",Unidentified artist,Unknown,,,-2300,Ceramics
1992,Pair of figures,China,Han dynasty,Unidentified artist,Unknown,,,-100,Tomb Pottery
1992,Funerary urn,China,Western Jin dynasty,Unidentified artist,Unknown,,,265,Ceramics
1992,Food vessel,China,Eastern Zhou dynasty,Unidentified artist,Unknown,,,-567,Metalwork
1991,Dish,China,Northern Song dynasty,Unidentified artist,Unknown,,,1000,Ceramics
1991,Dish,China,Jin dynasty,Unidentified artist,Unknown,,,1100,Ceramics
1991,Bottle,China,Jin or Yuan dynasty,Unidentified artist,Unknown,,,1200,Ceramics
1991,Wine jar,China,Ming dynasty,Unidentified artist,Unknown,,,1567,Ceramics
1991,Jar,China,Yuan dynasty,Unidentified artist,Unknown,,,1300,Ceramics
1991,Vase,China,late Yuan–early Ming dynasty,Unidentified artist,Unknown,,,1367,Ceramics
1991,Jar,China,Yuan dynasty,Unidentified artist,Unknown,,,1300,Ceramics
1991,Jar,China,Yuan dynasty,Unidentified artist,Unknown,,,1300,Ceramics
1991,Vase,China,Yuan dynasty,Unidentified artist,Unknown,,,1334,Ceramics
1991,Tankard,China,Ming dynasty,Unidentified artist,Unknown,,,1400,Ceramics
1991,Bowl,China,Ming dynasty,Unidentified artist,Unknown,,,1400,Ceramics
1991,Saucer,China,Ming dynasty,Unidentified artist,Unknown,,,1400,Ceramics
1991,Jar,China,Ming dynasty,Unidentified artist,Unknown,,,1506,Ceramics
1991,Covered box,China,Ming dynasty,Unidentified artist,Unknown,,,1534,Ceramics
1991,Vase,China,Ming dynasty,Unidentified artist,Unknown,,,1522,Ceramics
1991,Footed bowl,China,Ming dynasty,Unidentified artist,Unknown,,,1522,Ceramics
1991,Jue stand,China,Ming dynasty,Unidentified artist,Unknown,,,1550,Ceramics
1991,Vase,China,Ming dynasty,Unidentified artist,Unknown,,,1573,Ceramics
1991,Bowl,China,Ming dynasty,Unidentified artist,Unknown,,,1505,Ceramics
1991,Bowl,China,Ming dynasty,Unidentified artist,Unknown,,,1506,Ceramics
1991,Jar,China,Ming dynasty,Unidentified artist,Unknown,,,1573,Ceramics
1991,Jar,China,Ming dynasty,Unidentified artist,Unknown,,,1506,Ceramics
1986,Ritual object,China,"Neolithic period, Majiayao culture, Machang type",Unidentified artist,Unknown,,,-2700,Jade
1986,Staff,China,Qing dynasty,Unidentified artist,Unknown,,,1700,Lacquer
1985,Album,China,Ming dynasty,Chen Hongshou,Chinese,1598,1652,1618,Paintings
1985,Cauldron,China,Song dynasty,Unidentified artist,Unknown,,,-1199,Metalwork
1949,Wine beaker,China,Song dynasty,Unidentified artist,Unknown,,,-1299,Metalwork
1949,Wine warmer,China,Song dynasty,Unidentified artist,Unknown,,,-1199,Metalwork
1974,Wine container,China,Song dynasty,Unidentified artist,Unknown,,,-1199,Metalwork
1924,Dagger-ax,China,Song dynasty,Unidentified artist,Unknown,,,-1300,Jade
1976,Figure,China,Song dynasty,Unidentified artist,Unknown,,,-1300,Jade
1985,Figurine,China,Western Zhou dynasty,Unidentified artist,Unknown,,,-1100,Sculpture
1924,Pendant,China,Shang–Western Zhou dynasty,Unidentified artist,Unknown,,,-1100,Jade
1943,Wine vessel,"China (Henan Province, possibly Anyang)",Song dynasty,Unidentified artist,Unknown,,,-1299,Metalwork
1978,Food vessel,China,Western Zhou dynasty,Unidentified artist,Unknown,,,-833,Metalwork
1985,Blade,China,Western Zhou dynasty,Unidentified artist,Unknown,,,-1000,Jade
1925,Food vessel,China,Eastern Zhou dynasty,Unidentified artist,Unknown,,,-535,Metalwork
1965,Belt hook,China,Eastern Zhou dynasty,Unidentified artist,Unknown,,,-400,Metalwork
1974,Belt hook,China,Eastern Zhou dynasty,Unidentified artist,Unknown,,,-400,Metalwork
1985,Belt plaque,North China,Unknown,Unidentified artist,Unknown,,,-300,Metalwork
1974,Cup,China,Eastern Zhou dynasty,Unidentified artist,Unknown,,,-299,Lacquer
1985,Mirror,China,Eastern Zhou dynasty,Unidentified artist,Unknown,,,-400,Mirrors
1918,Weight,China,Western Han dynasty,Unidentified artist,Unknown,,,-200,Metalwork
1920,Relief,China,Eastern Han dynasty,Unidentified artist,Unknown,,,100,Sculpture
1926,Wine container (hu),China,Eastern Han dynasty,Unidentified artist,Unknown,,,1,Ceramics
1950,Jar,China,early Eastern Han dynasty,Unidentified artist,Unknown,,,1,Ceramics
1942,Wall painting,China (Xinjiang Uyghur Autonomous Region),Kizil kingdom,Unidentified artist,Unknown,,,500,Paintings
1928,Figure,China,Northern Wei dynasty,Unidentified artist,Unknown,,,550,Tomb Pottery
1925,Figure,China,Northern Wei dynasty,Unidentified artist,Unknown,,,550,Tomb Pottery
1979,Figure,China,Northern Wei dynasty,Unidentified artist,Unknown,,,534,Tomb Pottery
1930,Stele,China (Henan province),Tang dynasty,Unidentified artist,Unknown,,,650,Sculpture
1921,Figure,China,Liao dynasty,Unidentified artist,Unknown,,,990,Sculpture
1978,Figure,China,Tang dynasty,Unidentified artist,Unknown,,,634,Tomb Pottery
1923,Figure,China,Tang dynasty,Unidentified artist,Unknown,,,667,Tomb Pottery
1923,Figure,China,Tang dynasty,Unidentified artist,Unknown,,,667,Tomb Pottery
1923,Figure,China,Tang dynasty,Unidentified artist,Unknown,,,667,Tomb Pottery
1923,Figure,China,Tang dynasty,Unidentified artist,Unknown,,,667,Tomb Pottery
1954,Figure,China,Tang dynasty,Unidentified artist,Unknown,,,700,Tomb Pottery
1925,Mirror,China,Tang dynasty,Unidentified artist,Unknown,,,700,Mirrors
1921,Cup,China,Tang dynasty,Unidentified artist,Unknown,,,800,Metalwork
1979,Figure,China,Tang dynasty,Unidentified artist,Unknown,,,700,Tomb Pottery
1989,Folding fans mounted as album leaves,China,late Ming or early Qing dynasty,Chen Hongshou,Chinese,1598,1652,1600,Paintings
1989,Handscroll,China,Ming dynasty,Xiang Yuanbian,Chinese,1525,1590,1578,Paintings
1924,Head,China,Ming dynasty,Unidentified artist,Unknown,,,1368,Sculpture
1985,Scabbard slide,China,Eastern Zhou dynasty,Unidentified artist,Unknown,,,-400,Jade
1985,Scabbard slide,China,Western Han dynasty,Unidentified artist,Unknown,,,-200,Jade
1985,Figure,China,Eastern Zhou dynasty,Unidentified artist,Unknown,,,-400,Jade
1924,Plaque,China,Western Zhou dynasty,Unidentified artist,Unknown,,,-1100,Jade
1924,Pendant,China,Western Zhou dynasty,Unidentified artist,Unknown,,,-1100,Jade
1924,Pendant,China,Western Zhou dynasty,Unidentified artist,Unknown,,,-1100,Jade
1985,Comb,China,Song dynasty,Unidentified artist,Unknown,,,-1300,Jade
1985,Spatula fragment,China,Song dynasty,Unidentified artist,Unknown,,,-1300,Bone
1985,Hairpin,China,Song dynasty,Unidentified artist,Unknown,,,-1300,Bone
1985,Ear pick,China,Song dynasty,Unidentified artist,Unknown,,,-1300,Bone
1989,Hanging scroll,China,Ming dynasty,Tu Long,Chinese,1542,1605,1567,Calligraphy
1929,Bowl,China,Yuan dynasty,Unidentified artist,Unknown,,,1271,Ceramics
1999,Wine container,China,Eastern Zhou dynasty,Unidentified artist,Unknown,,,-467,Metalwork
1989,Hanging scroll,China,Yuan dynasty,Ni Zan,Chinese,1306,1374,1339,Paintings
1973,Hanging scroll,China,Yuan dynasty,Ni Zan,Chinese,1306,1374,1372,Paintings
1973,Hanging scroll,China,Yuan dynasty,Wang Meng,Chinese,1308,1385,1357,Paintings
1973,Hanging scroll,China,Yuan dynasty,Zhao Yuan,Chinese,1350,1350,1350,Paintings
1981,Handscroll,China,Yuan or Ming dynasty,Zhao Yuan,Chinese,1350,1350,1367,Paintings
1973,Handscroll,China,Yuan dynasty,Fang Congyi,Chinese,1301,1399,1360,Paintings
1912,Hanging scroll,China,Ming dynasty,Lü Jingfu,Chinese,1367,1399,1368,Paintings
1987,Hanging scroll,China,late Yuan–early Ming dynasty,Unidentified artist,,,,1271,Paintings
1989,Handscroll,China,Yuan or Ming dynasty,Song Ke,Chinese,1327,1387,1327,Calligraphy
1981,Handscroll,China,Yuan or Ming dynasty,Shen Xun,Chinese,1370,1400,1367,Paintings
1984,Hanging scroll,China,Ming dynasty,Wu Boli,Chinese,1350,1450,1390,Paintings
1989,Album leaf,China,Ming dynasty,Shen Du,Chinese,1357,1434,1357,Calligraphy
1982,Handscroll,China,Ming dynasty,Wang Fu,Chinese,1362,1416,1400,Paintings
1947,Fan mounted as an album leaf,China,Ming dynasty,Unidentified artist,,,,1367,Paintings
1952,Album leaf,China,Ming dynasty,Unidentified artist,,,,1400,Paintings
1989,Fan mounted as an album leaf,China,Ming dynasty,Unidentified artist,,,,1400,Paintings
1989,Fan mounted as an album leaf,China,Ming dynasty,Unidentified artist,,,,1400,Paintings
1923,Fan mounted as an album leaf,China,Ming dynasty,Unidentified artist,,,,1400,Paintings
1982,Album leaf,China,Ming dynasty,Unidentified artist,,,,1400,Paintings
1981,Album leaf,China,Ming dynasty,Unidentified artist,,,,1400,Paintings
1981,Hanging scroll,China,Ming dynasty,Zhou Wenjing,,1430,1463,1430,Paintings
1947,Hanging scroll,China,Ming dynasty,Liu Jie,Chinese,1534,1566,1534,Paintings
1982,Hanging scroll,China,Ming dynasty,Xu Jing,Chinese,1400,1450,1441,Paintings
1914,Hanging scroll,China,Ming dynasty,Ma Liang,Chinese,1280,1360,1368,Paintings
1989,Handscroll,China,Ming dynasty,Li Tang,Chinese,1070,1159,1400,Paintings
1913,Handscroll,China,Ming dynasty,Unidentified artist,,,,1467,Paintings
1989,Handscroll,China,Ming dynasty,Yao Shou,Chinese,1423,1495,1485,Paintings
1993,Hanging scroll,China,Ming dynasty,Lin Liang,Chinese,1416,1480,1416,Paintings
1947,Album leaf,China,Ming dynasty,Unidentified artist,,,,1400,Paintings
1947,Hanging scroll,China,Ming dynasty,Jiang Song,Chinese,1500,1550,1500,Paintings
1947,Hanging scroll,China,Ming dynasty,Xia Gui,Chinese,11951500,12301550,1500,Paintings
1955,Handscroll,China,Ming dynasty,Jiang Song,Chinese,1500,1550,1500,Paintings
1947,Fan mounted as an album leaf,China,Ming dynasty,Unidentified artist,,,,1400,Paintings
1989,Hanging scroll,China,Ming dynasty,Shen Zhou,Chinese,1427,1509,1475,Paintings
1979,Handscroll,China,Ming dynasty,Shen Zhou,Chinese,1427,1509,1480,Paintings
1989,Folding fan mounted as an album leaf,China,Ming dynasty,Shen Zhou,Chinese,1427,1509,1493,Calligraphy
1982,Handscroll,China,Ming dynasty,Shen Zhou,Chinese,1427,1509,1427,Paintings
1998,Textile fragment,China,Unknown,Unidentified artist,Unknown,,,1200,Textiles-Woven
1989,Folding fan mounted as an album leaf,China,Ming dynasty,Wu Kuan,Chinese,1435,1504,1488,Calligraphy
1989,Folding fan mounted as an album leaf,China,Ming dynasty,Wang Ao,Chinese,1450,1524,1450,Calligraphy
1989,Album leaf,China,Ming dynasty,Wang Ao,Chinese,1450,1524,1467,Calligraphy
1989,Handscroll,China,Ming dynasty,Zhu Yunming,Chinese,1461,1527,1507,Calligraphy
1999,Traveling box,China,Ming dynasty,Unidentified artist,Unknown,,,1400,Lacquer
1989,Handscroll,China,Ming dynasty,Tang Yin,Chinese,1470,1524,1508,Paintings
1981,Hanging scroll,China,Ming dynasty,Tang Yin,Chinese,1470,1524,1368,Paintings
1989,Handscroll,China,Ming dynasty,Tang Yin,Chinese,1470,1524,1500,Paintings
1989,Hanging scroll,China,Ming dynasty,Tang Yin,Chinese,1470,1524,1500,Paintings
1989,Album leaf,China,Ming dynasty,Tang Yin,Chinese,1470,1524,1470,Calligraphy
1989,Album leaf,China,Ming dynasty,Tang Yin,Chinese,1470,1524,1470,Calligraphy
1982,Folding fan mounted as an album leaf,China,Ming dynasty,Tang Yin,Chinese,1470,1524,1470,Paintings
1980,Album leaves mounted as a handscroll,China,Ming dynasty,Tang Yin,Chinese,1470,1524,1470,Paintings
1913,Folding fan mounted as an album leaf,China,Ming dynasty,Tang Yin,Chinese,1470,1524,1368,Paintings
1989,Album leaf,China,Ming dynasty,Wen Zhengming,Chinese,1470,1559,1506,Calligraphy
1989,Handscroll,China,Ming dynasty,Wen Zhengming,Chinese,1470,1559,1512,Paintings
1950,Hanging scroll,China,Ming dynasty,Wen Zhengming,Chinese,1470,1559,1470,Calligraphy
1982,Hanging scroll,China,Ming dynasty,Wen Zhengming,Chinese,1470,1559,1530,Paintings
1982,Folding fan mounted as an album leaf,China,Ming dynasty,Wen Zhengming,Chinese,1470,1559,1543,Paintings
1989,Handscroll,China,Ming dynasty,Wen Zhengming,Chinese,1470,1559,1544,Calligraphy
1989,Handscroll,China,Ming dynasty,Wen Zhengming,Chinese,1470,1559,1549,Paintings
1913,Hanging scroll,China,Ming–Qing dynasty,Wen Zhengming,Chinese,1470,1559,1368,Paintings
1989,Folding fan mounted as an album leaf,China,Ming dynasty,Wen Zhengming,Chinese,1470,1559,1470,Calligraphy
1913,Folding fan mounted as an album leaf,China,Qing dynasty,Wen Zhengming,Chinese,1470,1559,1644,Calligraphy
1989,Folding fan mounted as an album leaf,China,Ming dynasty,Wang Shou,Chinese,140015011470,144915681559,1470,Calligraphy
1989,Handscroll,China,Ming dynasty,Shen Zhou,Chinese,1427,1509,1368,Paintings
1989,Folding fan mounted as an album leaf,China,Ming dynasty,Xu Lin,Chinese,1462,1548,1462,Calligraphy
1986,Album,China,Ming dynasty,Chen Chun,Chinese,1483,1544,1540,Paintings
1986,Hanging scroll,China,Ming dynasty,Chen Chun,Chinese,1483,1544,1520,Paintings
1913,Folding fan mounted as an album leaf,China,Ming dynasty,Chen Chun,Chinese,1483,1544,1500,Calligraphy
1913,Folding fan mounted as an album leaf,China,Ming dynasty,Xie Shichen,Chinese,1487,1567,1487,Paintings
1991,Hanging scroll,China,Ming dynasty,Xie Shichen,Chinese,1487,1567,1487,Paintings
1989,Album leaf,China,Ming dynasty,Wang Chong,Chinese,1494,1533,1494,Calligraphy
1913,Folding fan mounted as an album leaf,China,Ming dynasty,Wang Chong,Chinese,1494,1533,1500,Calligraphy
1986,Hanging scroll,China,Ming dynasty,Lu Zhi,Chinese,1495,1576,1500,Paintings
1991,Hanging scroll,China,Ming dynasty,Lu Zhi,Chinese,1495,1576,1495,Paintings
1932,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1700,Ceramics
1917,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1800,Ceramics
1879,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1768,Ceramics
1914,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1734,Ceramics
1929,Vase,China,Han dynasty,Unidentified artist,Unknown,,,-206,Ceramics
1939,Jar,China,Ming dynasty,Unidentified artist,Unknown,,,1368,Ceramics
1939,Jar,China,Ming dynasty,Unidentified artist,Unknown,,,1368,Ceramics
1923,Figure,China,Tang dynasty,Unidentified artist,Unknown,,,618,Tomb Pottery
1923,Figure,China,Tang dynasty,Unidentified artist,Unknown,,,618,Tomb Pottery
1950,Figure,China,Qing dynasty,Unidentified artist,Unknown,,,1700,Ceramics
1961,Jar,China,Ming dynasty,Unidentified artist,Unknown,,,1500,Ceramics
1914,Jar,China,Qing dynasty,Unidentified artist,Unknown,,,1800,Ceramics
1939,Jar,China,Qing dynasty,Unidentified artist,Unknown,,,17,Ceramics
1917,Covered jar,China,Qing dynasty,Unidentified artist,Unknown,,,1736,Ceramics
1916,Jar,China,Tang dynasty,Unidentified artist,Unknown,,,700,Ceramics
1916,Figure,China,Ming dynasty,Unidentified artist,Unknown,,,1600,Ceramics
1914,Incense burner with cover and stand,China,Ming dynasty,Unidentified artist,Unknown,,,1500,Ceramics
1910,Figure,China,Tang dynasty,Unidentified artist,Unknown,,,618,Tomb Pottery
1917,Jar,China,Han dynasty,Unidentified artist,Unknown,,,-206,Ceramics
1929,Vase,China,Eastern Han dynasty,Unidentified artist,Unknown,,,1,Ceramics
1929,Wine container,China,Eastern Han dynasty,Unidentified artist,Unknown,,,1,Ceramics
1929,Wine container,China,Eastern Han dynasty,Unidentified artist,Unknown,,,1,Ceramics
1967,Wine container,China,Eastern Han dynasty,Unidentified artist,Unknown,,,1,Ceramics
1938,Amphora,China,Tang dynasty,Unidentified artist,Unknown,,,600,Ceramics
1917,Covered jar,China,Qing dynasty,Unidentified artist,Unknown,,,1768,Ceramics
1961,Covered jar,China,Qing dynasty,Unidentified artist,Unknown,,,1800,Ceramics
1910,Figure,China,Tang dynasty,Unidentified artist,Unknown,,,618,Tomb Pottery
1929,Wine container,China,Eastern Han dynasty,Unidentified artist,Unknown,,,1,Ceramics
1970,Jar,China,Ming dynasty,Unidentified artist,Unknown,,,1573,Ceramics
1914,Covered jar,China,Qing dynasty,Unidentified artist,Unknown,,,1800,Ceramics
1914,Jar,China,Qing dynasty,Unidentified artist,Unknown,,,1800,Ceramics
1955,Figure,China (Lamaist),Unknown,Unidentified artist,Unknown,,,1600,Sculpture
1914,Vase with cover,China,Han dynasty,Unidentified artist,Unknown,,,-206,Ceramics
1909,Covered bowl,China,Qing dynasty,Unidentified artist,Unknown,,,1800,Ceramics
1909,Covered bowl,China,Qing dynasty,Unidentified artist,Unknown,,,1800,Ceramics
1909,Covered bowl,China,Qing dynasty,Unidentified artist,Unknown,,,1800,Ceramics
1914,Water pot,China,Qing dynasty,Unidentified artist,Unknown,,,1668,Ceramics
1917,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1914,Jar,China,Qing dynasty,Unidentified artist,Unknown,,,1700,Ceramics
1914,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1800,Ceramics
1909,Dish,China,Qing dynasty,Unidentified artist,Unknown,,,1800,Ceramics
1914,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1937,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1668,Ceramics
1917,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1800,Ceramics
1921,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1668,Ceramics
1917,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1668,Ceramics
1914,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1914,Jar with cover,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1917,Covered jar,China,Qing dynasty,Unidentified artist,Unknown,,,1736,Ceramics
1891,Plate,China,Qing dynasty,Unidentified artist,Unknown,,,1767,Ceramics
1879,Bowl,China,Qing dynasty,Unidentified artist,Unknown,,,1668,Ceramics
1921,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1667,Ceramics
1879,Incense burner,China,Qing dynasty,Unidentified artist,Unknown,,,1700,Ceramics
1974,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1700,Ceramics
1921,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1662,Ceramics
1914,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1700,Ceramics
1950,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1768,Ceramics
1914,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1700,Ceramics
1914,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1768,Ceramics
1971,Water pot,China,Qing dynasty,Unidentified artist,Unknown,,,1800,Ceramics
1879,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1800,Ceramics
1891,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1644,Ceramics
1914,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1736,Ceramics
1917,Vase,China,Qing dynasty,Unidentified artist,Unknown,,,1668,Ceramics
